ID,SMILES,DocumentID,Response,Assay Description,Dataset,SMILES_ORI,InChI,InChI Key,Resp_STDEV,Resp_CNT,Resp_MEDIAN,RESPONSE
CHEMBL4288081,CNC(=O)Nc1sc2c(C(C)C)cc(NS(=O)(=O)c3cccs3)cc2c1C(N)=O,CHEMBL4265887,-5.721246399047171,Solubility of the compound in phosphate buffer of pH 7.4 after 24 hrs by RP-HPLC analysis,ChEMBL,CNC(=O)Nc1sc2c(C(C)C)cc(NS(=O)(=O)c3cccs3)cc2c1C(N)=O,"InChI=1S/C18H20N4O4S3/c1-9(2)11-7-10(22-29(25,26)13-5-4-6-27-13)8-12-14(16(19)23)17(28-15(11)12)21-18(24)20-3/h4-9,22H,1-3H3,(H2,19,23)(H2,20,21,24)",YKWYZJMMPLDDJZ-UHFFFAOYSA-N,0.0,1,-5.721246399047171,-5.721246399047171
CHEMBL4277395,CC(=O)Nc1nc2ccccc2n1-c1nc(N2CCOCC2C)cc(C2(S(C)(=O)=O)CC2)n1,CHEMBL4266018,-5.154901959985743,Aqueous solubility in pH 7.4 phosphate buffer after 24 hrs by LC-UV-MS analysis,ChEMBL,CC(=O)Nc1nc2ccccc2n1-c1nc(N2CCOC[C@H]2C)cc(C2(S(C)(=O)=O)CC2)n1,"InChI=1S/C22H26N6O4S/c1-14-13-32-11-10-27(14)19-12-18(22(8-9-22)33(3,30)31)25-21(26-19)28-17-7-5-4-6-16(17)24-20(28)23-15(2)29/h4-7,12,14H,8-11,13H2,1-3H3,(H,23,24,29)",ZOWUAHKIWWZCPJ-UHFFFAOYSA-N,0.0,1,-5.154901959985743,-5.154901959985743
CHEMBL402011,CC(Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N(C)C,CHEMBL1141539,-3.5686362358410126,Solubility in aqueous phosphate buffer at pH 7.4 after 24 hrs,ChEMBL,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N(C)C,"InChI=1S/C26H25N7O2/c1-17(26(34)32(2)3)35-23-9-6-8-21-24(23)25(29-16-28-21)31-19-10-11-22-18(13-19)14-30-33(22)15-20-7-4-5-12-27-20/h4-14,16-17H,15H2,1-3H3,(H,28,29,31)",XGGPNQWFYUZWNO-UHFFFAOYSA-N,0.0,1,-3.5686362358410126,-3.5686362358410126
CHEMBL3787394,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(COC6)C5)cc4)C3)o2)cc1,CHEMBL4311950,-4.040958607678906,Aqueous solubility of the compound in pH 7.4 HBSS buffer HPLC-MS analysis,ChEMBL,COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(COC6)C5)cc4)C3)o2)cc1,"InChI=1S/C25H26N4O5/c1-31-19-8-4-18(5-9-19)22-26-27-23(34-22)24(30)29-11-21(12-29)33-20-6-2-17(3-7-20)10-28-13-25(14-28)15-32-16-25/h2-9,21H,10-16H2,1H3",BKKPIQPFRAPEAY-UHFFFAOYSA-N,0.0,1,-4.040958607678906,-4.040958607678906
CHEMBL4437905,O=C(NC1C2CC3CC1CC(O)(C3)C2)c1cnc(OC2COC2)nc1C1CCCC1,CHEMBL4311950,-3.322393047279507,Aqueous solubility of the compound in pH 7.4 HBSS buffer HPLC-MS analysis,ChEMBL,O=C(NC1C2CC3CC1CC(O)(C3)C2)c1cnc(OC2COC2)nc1C1CCCC1,"InChI=1S/C23H31N3O4/c27-21(25-19-15-5-13-6-16(19)9-23(28,7-13)8-15)18-10-24-22(30-17-11-29-12-17)26-20(18)14-3-1-2-4-14/h10,13-17,19,28H,1-9,11-12H2,(H,25,27)",DWZSJOIOOPMXAM-UHFFFAOYSA-N,0.0,1,-3.322393047279507,-3.322393047279507
CHEMBL4242426,CN(C)c1ccc(Nc2c(NCCCCCC(=O)NO)c(=O)c2=O)cc1,CHEMBL4229543,-1.9208187539523751,Solubility in pH 7.4 phosphate buffer solution at 100 uM after 24 hrs by HPLC method,ChEMBL,CN(C)c1ccc(Nc2c(NCCCCCC(=O)NO)c(=O)c2=O)cc1,"InChI=1S/C18H24N4O4/c1-22(2)13-9-7-12(8-10-13)20-16-15(17(24)18(16)25)19-11-5-3-4-6-14(23)21-26/h7-10,19-20,26H,3-6,11H2,1-2H3,(H,21,23)",WQQMBGOPHGNUHO-UHFFFAOYSA-N,0.0,1,-1.9208187539523751,-1.9208187539523751
CHEMBL4245007,O=C(CCCCCCNc1c(Nc2ccccc2)c(=O)c1=O)NO,CHEMBL4229543,-2.221848749616356,Solubility in pH 7.4 phosphate buffer solution at 100 uM after 24 hrs by HPLC method,ChEMBL,O=C(CCCCCCNc1c(Nc2ccccc2)c(=O)c1=O)NO,"InChI=1S/C17H21N3O4/c21-13(20-24)10-6-1-2-7-11-18-14-15(17(23)16(14)22)19-12-8-4-3-5-9-12/h3-5,8-9,18-19,24H,1-2,6-7,10-11H2,(H,20,21)",JJCYUUMHUHONMV-UHFFFAOYSA-N,0.0,1,-2.221848749616356,-2.221848749616356
CHEMBL231924,O=[N+]([O-])c1cc(O)c2c(c1)S(=O)(=O)N=C(Nc1ccccc1Cl)N2,CHEMBL1149534,-3.72584215073632,Solubility in phosphate buffer at pH 7.4,ChEMBL,O=[N+]([O-])c1cc(O)c2c(c1)S(=O)(=O)N=C(Nc1ccccc1Cl)N2,"InChI=1S/C13H9ClN4O5S/c14-8-3-1-2-4-9(8)15-13-16-12-10(19)5-7(18(20)21)6-11(12)24(22,23)17-13/h1-6,19H,(H2,15,16,17)",MXDWNZUMSIYAFL-UHFFFAOYSA-N,0.0,1,-3.72584215073632,-3.72584215073632
CHEMBL3108922,CNC(C)C(=O)NC(C(=O)N1CC=CC1C(=O)NC1c2ccccc2CC1OCC#CC#CCOC1Cc2ccccc2C1NC(=O)C1C=CCN1C(=O)C(NC(=O)C(C)NC)C1CCCCC1)C1CCCCC1,CHEMBL3108710,-4.113509274827518,Aqueous equilibrium solubility of compound in phosphate buffer at pH 7.4 after 24 hrs by HPLC-UV analysis,ChEMBL,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC=C[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1OCC#CC#CCO[C@@H]1Cc2ccccc2[C@@H]1NC(=O)[C@@H]1C=CCN1C(=O)[C@@H](NC(=O)[C@H](C)NC)C1CCCCC1)C1CCCCC1,"InChI=1S/C58H74N8O8/c1-37(59-3)53(67)61-49(39-21-9-7-10-22-39)57(71)65-31-19-29-45(65)55(69)63-51-43-27-15-13-25-41(43)35-47(51)73-33-17-5-6-18-34-74-48-36-42-26-14-16-28-44(42)52(48)64-56(70)46-30-20-32-66(46)58(72)50(40-23-11-8-12-24-40)62-54(68)38(2)60-4/h13-16,19-20,25-30,37-40,45-52,59-60H,7-12,21-24,31-36H2,1-4H3,(H,61,67)(H,62,68)(H,63,69)(H,64,70)",ISEPETSDHKKFSJ-UHFFFAOYSA-N,0.0,1,-4.113509274827518,-4.113509274827518
CHEMBL3116033,Clc1ccc2c(NCCCCCCCNc3nccc(Cl)n3)ccnc2c1,CHEMBL3112527,-6.886056647693163,Aqueous solubility of the compound in PBS buffer at pH 7.4 after 24 hrs by HPLC analysis,ChEMBL,Clc1ccc2c(NCCCCCCCNc3nccc(Cl)n3)ccnc2c1,"InChI=1S/C20H23Cl2N5/c21-15-6-7-16-17(8-12-24-18(16)14-15)23-10-4-2-1-3-5-11-25-20-26-13-9-19(22)27-20/h6-9,12-14H,1-5,10-11H2,(H,23,24)(H,25,26,27)",FZEVYDQPDWZIFF-UHFFFAOYSA-N,0.0,1,-6.886056647693163,-6.886056647693163
CHEMBL3924909,COCCCNC(C=Cc1ccc(O)c(OC)c1)=CC(=O)C=Cc1ccc(O)c(OC)c1,CHEMBL3868619,-5.113509274827518,Aqueous solubility of the compound in sodium phosphate buffer at pH 6.8 after 90 mins by shake flask method,ChEMBL,COCCCNC(=C\C(=O)/C=C/c1ccc(O)c(OC)c1)/C=C/c1ccc(O)c(OC)c1,"InChI=1S/C25H29NO6/c1-30-14-4-13-26-20(9-5-18-7-11-22(28)24(15-18)31-2)17-21(27)10-6-19-8-12-23(29)25(16-19)32-3/h5-12,15-17,26,28-29H,4,13-14H2,1-3H3",CINBJTZMGYIBNQ-UHFFFAOYSA-N,0.0696404021735927,2,-5.064266074206012,-5.064266074206012
CHEMBL3917068,COc1ccc(-c2cc3c(C(=O)O)c[nH]c3cc2Cl)cc1,CHEMBL3853317,-4.060480747381382,Apparent solubility of the compound in sodium phosphate buffer at pH 6.5 measured after 24 hrs by nitrogen detection method,ChEMBL,COc1ccc(-c2cc3c(C(=O)O)c[nH]c3cc2Cl)cc1,"InChI=1S/C16H12ClNO3/c1-21-10-4-2-9(3-5-10)11-6-12-13(16(19)20)8-18-15(12)7-14(11)17/h2-8,18H,1H3,(H,19,20)",QFVPMQJTUWDFKR-UHFFFAOYSA-N,0.0,1,-4.060480747381382,-4.060480747381382
CHEMBL3114195,CCNC(=O)Nc1nc2cc(-c3cccnc3)c(=O)n(C(C)C(=O)O)c2s1,CHEMBL3112566,-2.1371533400170613,Aqueous solubility in phosphate buffer at pH 7.4,ChEMBL,CCNC(=O)Nc1nc2cc(-c3cccnc3)c(=O)n(C(C)C(=O)O)c2s1,"InChI=1S/C17H17N5O4S/c1-3-19-16(26)21-17-20-12-7-11(10-5-4-6-18-8-10)13(23)22(14(12)27-17)9(2)15(24)25/h4-9H,3H2,1-2H3,(H,24,25)(H2,19,20,21,26)",XGAMHWBNQFNHNU-UHFFFAOYSA-N,0.0,1,-2.1371533400170613,-2.1371533400170613
CHEMBL4239476,CCOc1cc(-c2nncn2C)ccc1Nc1ncc2cc(C)nc(N3CC4(CCOCC4)C3)c2n1,CHEMBL4229562,-4.250263684430939,Solubility of the compound in PBS buffer at pH 7.4 by HPLC analysis,ChEMBL,CCOc1cc(-c2nncn2C)ccc1Nc1ncc2cc(C)nc(N3CC4(CCOCC4)C3)c2n1,"InChI=1S/C26H30N8O2/c1-4-36-21-12-18(23-32-28-16-33(23)3)5-6-20(21)30-25-27-13-19-11-17(2)29-24(22(19)31-25)34-14-26(15-34)7-9-35-10-8-26/h5-6,11-13,16H,4,7-10,14-15H2,1-3H3,(H,27,30,31)",JFSVDNNSGLCJII-UHFFFAOYSA-N,0.0,1,-4.250263684430939,-4.250263684430939
CHEMBL4245639,CCOc1cc(-c2nncn2C)ccc1Nc1ncc2cc(C)nc(N3CC(C)(C)C3)c2n1,CHEMBL4229562,-4.501689446210399,Solubility of the compound in PBS buffer at pH 7.4 by HPLC analysis,ChEMBL,CCOc1cc(-c2nncn2C)ccc1Nc1ncc2cc(C)nc(N3CC(C)(C)C3)c2n1,"InChI=1S/C24H28N8O/c1-6-33-19-10-16(21-30-26-14-31(21)5)7-8-18(19)28-23-25-11-17-9-15(2)27-22(20(17)29-23)32-12-24(3,4)13-32/h7-11,14H,6,12-13H2,1-5H3,(H,25,28,29)",NBCVGOXDQJIDNF-UHFFFAOYSA-N,0.0,1,-4.501689446210399,-4.501689446210399
CHEMBL4445097,COc1ccc(CN2CCCC3(COC3)C2)cc1,CHEMBL4311950,-3.1284270644541214,Aqueous solubility of the compound in pH 7.4 HBSS buffer HPLC-MS analysis,ChEMBL,COc1ccc(CN2CCCC3(COC3)C2)cc1,"InChI=1S/C15H21NO2/c1-17-14-5-3-13(4-6-14)9-16-8-2-7-15(10-16)11-18-12-15/h3-6H,2,7-12H2,1H3",BLWFIYBRWRXGCA-UHFFFAOYSA-N,0.0,1,-3.1284270644541214,-3.1284270644541214
CHEMBL3109604,COc1ccc(C(Nc2ccc(C(F)(F)F)cc2)c2c(C)[nH]c3ccccc23)cc1,CHEMBL3108705,-4.161780778092374,Solubility in PBS buffer at pH 7.4,ChEMBL,COc1ccc(C(Nc2ccc(C(F)(F)F)cc2)c2c(C)[nH]c3ccccc23)cc1,"InChI=1S/C24H21F3N2O/c1-15-22(20-5-3-4-6-21(20)28-15)23(16-7-13-19(30-2)14-8-16)29-18-11-9-17(10-12-18)24(25,26)27/h3-14,23,28-29H,1-2H3",NNTQFFZNUZBJND-UHFFFAOYSA-N,0.0,1,-4.161780778092374,-4.161780778092374
CHEMBL1784563,C=Cc1ccc(Nc2cc(C)nc3ncnn23)cc1,CHEMBL1781999,-4.6020599913279625,Aqueous solubility of the compound in phosphate buffer at pH 6.5,ChEMBL,C=Cc1ccc(Nc2cc(C)nc3ncnn23)cc1,"InChI=1S/C14H13N5/c1-3-11-4-6-12(7-5-11)18-13-8-10(2)17-14-15-9-16-19(13)14/h3-9,18H,1H2,2H3",IHVRKKHRASRKHU-UHFFFAOYSA-N,0.0,1,-4.6020599913279625,-4.6020599913279625
CHEMBL1784578,Cc1cc(Nc2ccc3c(c2)CCCC3)n2ncnc2n1,CHEMBL1781999,-4.050609993355087,Aqueous solubility of the compound in phosphate buffer at pH 6.5,ChEMBL,Cc1cc(Nc2ccc3c(c2)CCCC3)n2ncnc2n1,"InChI=1S/C16H17N5/c1-11-8-15(21-16(19-11)17-10-18-21)20-14-7-6-12-4-2-3-5-13(12)9-14/h6-10,20H,2-5H2,1H3",HLJDHIBNAUEZQQ-UHFFFAOYSA-N,0.0,1,-4.050609993355087,-4.050609993355087
CHEMBL1784580,Cc1cc(Nc2ccc3sccc3c2)n2ncnc2n1,CHEMBL1781999,-4.657577319177793,Aqueous solubility of the compound in phosphate buffer at pH 6.5,ChEMBL,Cc1cc(Nc2ccc3sccc3c2)n2ncnc2n1,"InChI=1S/C14H11N5S/c1-9-6-13(19-14(17-9)15-8-16-19)18-11-2-3-12-10(7-11)4-5-20-12/h2-8,18H,1H3",IJQRIJIMSCXKII-UHFFFAOYSA-N,0.0,1,-4.657577319177793,-4.657577319177793
CHEMBL1915083,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CHEMBL1914304,-6.698970004336019,Solubility of the compound in phosphate buffered saline by UV spectrophotometry,ChEMBL,Cl.O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,"InChI=1S/C35H38N2O3/c38-31(27-40-34-19-11-10-18-32(34)33(39)21-20-28-12-4-1-5-13-28)26-36-22-24-37(25-23-36)35(29-14-6-2-7-15-29)30-16-8-3-9-17-30/h1-19,31,35,38H,20-27H2",YRDBYJNFZJBXNY-UHFFFAOYSA-N,0.0,1,-6.698970004336019,-6.698970004336019
CHEMBL4459979,CN1C(=O)c2cc(NC(=O)c3ccc(C(F)(F)F)cc3)ccc2OCC2OC(CNc3nnc(C4CCC4)o3)CCC21,CHEMBL4368855,-4.560667306169737,Solubility of the compound in 1% DMSO/phosphate buffered saline at pH 7.4 incubated for 18 hrs under shaking condition by UPLC/MS analysis,ChEMBL,CN1C(=O)c2cc(NC(=O)c3ccc(C(F)(F)F)cc3)ccc2OC[C@@H]2O[C@H](CNc3nnc(C4CCC4)o3)CC[C@@H]21,"InChI=1S/C29H30F3N5O5/c1-37-22-11-10-20(14-33-28-36-35-26(42-28)17-3-2-4-17)41-24(22)15-40-23-12-9-19(13-21(23)27(37)39)34-25(38)16-5-7-18(8-6-16)29(30,31)32/h5-9,12-13,17,20,22,24H,2-4,10-11,14-15H2,1H3,(H,33,36)(H,34,38)",DPJHGVKAMMWLJK-UHFFFAOYSA-N,0.0,1,-4.560667306169737,-4.560667306169737
CHEMBL3421991,O=C(c1ccc(-c2ccc(Cl)cc2)cc1)N1CCn2c(nnc2-c2ccccn2)C1,CHEMBL3421625,-5.275724130399211,Solubility of the compound in PBS buffer at pH 7.4 by shake-flask method,ChEMBL,O=C(c1ccc(-c2ccc(Cl)cc2)cc1)N1CCn2c(nnc2-c2ccccn2)C1,"InChI=1S/C23H18ClN5O/c24-19-10-8-17(9-11-19)16-4-6-18(7-5-16)23(30)28-13-14-29-21(15-28)26-27-22(29)20-3-1-2-12-25-20/h1-12H,13-15H2",AMXMHHADTVOXCR-UHFFFAOYSA-N,0.0,1,-5.275724130399211,-5.275724130399211
CHEMBL3799673,CC1CN(c2cc(=O)c3cc(C(=O)N4CCOCC4)cc(CN4CCOc5c(F)cc(F)cc54)c3o2)CCO1,CHEMBL3797054,-5.3979400086720375,Solubility in pH 7.4 phosphate buffer using solid compound,ChEMBL,C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N4CCOCC4)cc(CN4CCOc5c(F)cc(F)cc54)c3o2)CCO1,"InChI=1S/C28H29F2N3O6/c1-17-15-33(5-8-37-17)25-14-24(34)21-11-18(28(35)31-2-6-36-7-3-31)10-19(26(21)39-25)16-32-4-9-38-27-22(30)12-20(29)13-23(27)32/h10-14,17H,2-9,15-16H2,1H3",LTEDMYALSIJUBN-UHFFFAOYSA-N,0.0,1,-5.3979400086720375,-5.3979400086720375
CHEMBL3799187,CN(C)C(=O)c1cc(CN2CCOc3ccc(F)cc32)c2oc(N3CCOCC3)cc(=O)c2c1,CHEMBL3797054,-3.431798275933005,Solubility in pH 7.4 phosphate buffer using solid compound,ChEMBL,CN(C)C(=O)c1cc(CN2CCOc3ccc(F)cc32)c2oc(N3CCOCC3)cc(=O)c2c1,"InChI=1S/C25H26FN3O5/c1-27(2)25(31)16-11-17(15-29-7-10-33-22-4-3-18(26)13-20(22)29)24-19(12-16)21(30)14-23(34-24)28-5-8-32-9-6-28/h3-4,11-14H,5-10,15H2,1-2H3",YCXOFUQHGUQXFZ-UHFFFAOYSA-N,0.0,1,-3.431798275933005,-3.431798275933005
CHEMBL1951795,COc1ccc(CNC(=O)c2c(C)nc3cc(C)ccn23)cc1,CHEMBL1949614,-3.8297382846050425,Aqueous solubility of the compound in PBS buffer at pH 7.4,ChEMBL,COc1ccc(CNC(=O)c2c(C)nc3cc(C)ccn23)cc1,"InChI=1S/C18H19N3O2/c1-12-8-9-21-16(10-12)20-13(2)17(21)18(22)19-11-14-4-6-15(23-3)7-5-14/h4-10H,11H2,1-3H3,(H,19,22)",ZDHDGXYTEWTNFB-UHFFFAOYSA-N,0.0,1,-3.8297382846050425,-3.8297382846050425
CHEMBL472,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CHEMBL1799913,-4.958607314841775,Aqueous solubility of the compound in phosphate buffer solution of pH 7.4 after 24 hrs by LC-UV analysis,ChEMBL,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,"InChI=1S/C23H28ClN3O5S/c1-32-21-12-9-17(24)15-20(21)22(28)25-14-13-16-7-10-19(11-8-16)33(30,31)27-23(29)26-18-5-3-2-4-6-18/h7-12,15,18H,2-6,13-14H2,1H3,(H,25,28)(H2,26,27,29)",ZNNLBTZKUZBEKO-UHFFFAOYSA-N,0.0,1,-4.958607314841775,-4.958607314841775
CHEMBL1083943,O=C(O)CC1c2ccccc2CC1NC(=O)c1cc2cc(F)ccc2[nH]1,CHEMBL1799913,-2.714442690992226,Aqueous solubility of the compound in phosphate buffer solution of pH 7.4 after 24 hrs by LC-UV analysis,ChEMBL,O=C(O)C[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,"InChI=1S/C20H17FN2O3/c21-13-5-6-16-12(7-13)9-18(22-16)20(26)23-17-8-11-3-1-2-4-14(11)15(17)10-19(24)25/h1-7,9,15,17,22H,8,10H2,(H,23,26)(H,24,25)",MUKIEMZDXOXEOK-UHFFFAOYSA-N,0.0,1,-2.714442690992226,-2.714442690992226
CHEMBL2346968,Fc1ccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1,CHEMBL2346572,-4.795880017344075,Thermodynamic solubility of the compound in phosphate buffer after 24 hrs,ChEMBL,Fc1ccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1,"InChI=1S/C17H16F4N6/c18-13-3-1-12(2-4-13)11-25-7-9-26(10-8-25)15-6-5-14-22-23-16(17(19,20)21)27(14)24-15/h1-6H,7-11H2",BXAAFXBATHNFJC-UHFFFAOYSA-N,0.0,1,-4.795880017344075,-4.795880017344075
CHEMBL432537,O=C1c2cc([N+](=O)[O-])ccc2-n2c1nc1ccccc1c2=O,CHEMBL2346548,-4.191789027075778,Aqueous solubility in PBS buffer at pH 7.4 by HPLC method,ChEMBL,O=C1c2cc([N+](=O)[O-])ccc2-n2c1nc1ccccc1c2=O,InChI=1S/C15H7N3O4/c19-13-10-7-8(18(21)22)5-6-12(10)17-14(13)16-11-4-2-1-3-9(11)15(17)20/h1-7H,UFMQJYHLIUACCG-UHFFFAOYSA-N,0.0,1,-4.191789027075778,-4.191789027075778
CHEMBL243337,O=C(NC1CCC(Oc2ccc(Br)cc2)CC1)NC12CC3CC(CC(C3)C1)C2,CHEMBL1148702,-4.508638306165727,Solubility in sodium phosphate buffer at pH 7.4,ChEMBL,O=C(NC12CC3CC(CC(C3)C1)C2)N[C@H]1CC[C@@H](Oc2ccc(Br)cc2)CC1,"InChI=1S/C23H31BrN2O2/c24-18-1-5-20(6-2-18)28-21-7-3-19(4-8-21)25-22(27)26-23-12-15-9-16(13-23)11-17(10-15)14-23/h1-2,5-6,15-17,19,21H,3-4,7-14H2,(H2,25,26,27)",OIGOLHDKCKOTFQ-UHFFFAOYSA-N,0.0,2,-4.508638306165727,-4.508638306165727
CHEMBL346251,COc1ncnc2c1ncn2C1OC(COS(C)(=O)=O)C(OS(C)(=O)=O)C1OS(C)(=O)=O,CHEMBL1126024,-2.492144128304169,Solubility (phosphate buffered saline),ChEMBL,COc1ncnc2c1ncn2[C@@H]1O[C@H](COS(C)(=O)=O)[C@@H](OS(C)(=O)=O)[C@@H]1OS(C)(=O)=O,"InChI=1S/C14H20N4O11S3/c1-25-13-9-12(15-6-16-13)18(7-17-9)14-11(29-32(4,23)24)10(28-31(3,21)22)8(27-14)5-26-30(2,19)20/h6-8,10-11,14H,5H2,1-4H3",STGFIUNTLDZKNB-UHFFFAOYSA-N,0.0,1,-2.492144128304169,-2.492144128304169
CHEMBL498379,CN1CCN(c2ccc(-c3ccc4c(c3)N(c3nc5c(s3)C(=O)NC(C)(C)C5)CCO4)nn2)CC1,CHEMBL1141705,-3.9913998282380825,Solubility in pH 7.4 buffer,ChEMBL,CN1CCN(c2ccc(-c3ccc4c(c3)N(c3nc5c(s3)C(=O)NC(C)(C)C5)CCO4)nn2)CC1,"InChI=1S/C25H29N7O2S/c1-25(2)15-18-22(23(33)27-25)35-24(26-18)32-12-13-34-20-6-4-16(14-19(20)32)17-5-7-21(29-28-17)31-10-8-30(3)9-11-31/h4-7,14H,8-13,15H2,1-3H3,(H,27,33)",ABVGSFPPWPDZDN-UHFFFAOYSA-N,0.0,1,-3.9913998282380825,-3.9913998282380825
CHEMBL3741723,O=C(Nc1nnc(Cc2ccccc2)s1)c1ccc(OC2CCC(C(=O)O)CC2)nc1,CHEMBL3739307,-4.050609993355087,Solubility of compound in phosphate buffer at 2 mg for 20 hrs at pH 7.4 by UPLC analysis,ChEMBL,O=C(Nc1nnc(Cc2ccccc2)s1)c1ccc(O[C@H]2CC[C@@H](C(=O)O)CC2)nc1,"InChI=1S/C22H22N4O4S/c27-20(24-22-26-25-19(31-22)12-14-4-2-1-3-5-14)16-8-11-18(23-13-16)30-17-9-6-15(7-10-17)21(28)29/h1-5,8,11,13,15,17H,6-7,9-10,12H2,(H,28,29)(H,24,26,27)",PBZRMGPGGMJHMI-UHFFFAOYSA-N,0.0,1,-4.050609993355087,-4.050609993355087
CHEMBL2335878,CN(C)CCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,CHEMBL2331403,-3.657577319177794,Aqueous solubility of the compound in phosphate buffer at pH 7.4 by HPLC-UV analysis,ChEMBL,CN(C)CCNC(=O)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,"InChI=1S/C24H24N6O/c1-30(2)14-13-26-23(31)18-3-6-21(7-4-18)28-24-27-16-20-15-19(5-8-22(20)29-24)17-9-11-25-12-10-17/h3-12,15-16H,13-14H2,1-2H3,(H,26,31)(H,27,28,29)",JSQFSGVDRQVIPG-UHFFFAOYSA-N,0.0,1,-3.657577319177794,-3.657577319177794
CHEMBL4059986,CCc1cnc(N2CCC(n3nnc4cc(-c5ccc(S(C)(=O)=O)cc5)ncc43)CC2)nc1,CHEMBL4052717,-6.552841968657781,Thermodynamic solubility of the compound in pH 6.8 phosphate buffer after 24 hrs by HPLC analysis,ChEMBL,CCc1cnc(N2CCC(n3nnc4cc(-c5ccc(S(C)(=O)=O)cc5)ncc43)CC2)nc1,"InChI=1S/C23H25N7O2S/c1-3-16-13-25-23(26-14-16)29-10-8-18(9-11-29)30-22-15-24-20(12-21(22)27-28-30)17-4-6-19(7-5-17)33(2,31)32/h4-7,12-15,18H,3,8-11H2,1-2H3",OLWMUVZDZKFOOL-UHFFFAOYSA-N,0.0,1,-6.552841968657781,-6.552841968657781
CHEMBL3822500,CC(C)OC(=O)N1CCC(n2ncc3cc(-c4ccc(S(C)(=O)=O)cc4)ncc32)CC1,CHEMBL4052717,-5.82102305270683,Thermodynamic solubility of the compound in pH 6.8 phosphate buffer after 24 hrs by HPLC analysis,ChEMBL,CC(C)OC(=O)N1CCC(n2ncc3cc(-c4ccc(S(C)(=O)=O)cc4)ncc32)CC1,"InChI=1S/C22H26N4O4S/c1-15(2)30-22(27)25-10-8-18(9-11-25)26-21-14-23-20(12-17(21)13-24-26)16-4-6-19(7-5-16)31(3,28)29/h4-7,12-15,18H,8-11H2,1-3H3",WOWSNIZMNRMYES-UHFFFAOYSA-N,0.0008091723581567701,2,-5.820450881445229,-5.820450881445229
CHEMBL4089628,CC(C)OC(=O)N1CCC(n2nnc3cc(-c4cc(F)c(C(=O)N5CCCC5)cc4F)ncc32)CC1,CHEMBL4052717,-4.798602875679548,Thermodynamic solubility of the compound in pH 6.8 phosphate buffer after 24 hrs by HPLC analysis,ChEMBL,CC(C)OC(=O)N1CCC(n2nnc3cc(-c4cc(F)c(C(=O)N5CCCC5)cc4F)ncc32)CC1,"InChI=1S/C25H28F2N6O3/c1-15(2)36-25(35)32-9-5-16(6-10-32)33-23-14-28-21(13-22(23)29-30-33)17-11-20(27)18(12-19(17)26)24(34)31-7-3-4-8-31/h11-16H,3-10H2,1-2H3",RPSQVUOAZMEKNE-UHFFFAOYSA-N,0.0,1,-4.798602875679548,-4.798602875679548
CHEMBL2335900,CC(NC(=O)C1CCCNC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,CHEMBL2331403,-4.468521082957745,Aqueous solubility of the compound in phosphate buffer at pH 7.4 by HPLC-UV analysis,ChEMBL,C[C@@H](NC(=O)[C@H]1CCCNC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,"InChI=1S/C27H28N6O/c1-18(31-26(34)22-3-2-12-29-16-22)19-4-7-24(8-5-19)32-27-30-17-23-15-21(6-9-25(23)33-27)20-10-13-28-14-11-20/h4-11,13-15,17-18,22,29H,2-3,12,16H2,1H3,(H,31,34)(H,30,32,33)",UQUPPVNCPRBTOT-UHFFFAOYSA-N,0.0,1,-4.468521082957745,-4.468521082957745
