InChI Key,CDT_Max,Resp_VAR,Resp_COUNT,Resp_STDEV,Resp_MEDIAN,SMILES_ORI,ID,NAME,DocumentID,RESPONSE,UNIT,DATASET,DATASET_ENTRY_ID,CpID,BatchRef,CpdType,ENTRY_ID,SMILES,InChI,Response
UKXSMVIDPJCDAQ-UHFFFAOYSA-N,0,0.0,3,0.0,1.27,CN(C)CCCNC(=O)c1ccccc1,R1188867,-,A5920,1.27,Log unit,OChem,OChem_22207,0,0,0,ID_22207,CN(C)CCCNC(=O)c1ccccc1,"InChI=1S/C12H18N2O/c1-14(2)10-6-9-13-12(15)11-7-4-3-5-8-11/h3-5,7-8H,6,9-10H2,1-2H3,(H,13,15)",1.27
RQEUFEKYXDPUSK-UHFFFAOYSA-N,0,0.0,1,0.0,-0.86,CC([NH3+])c1ccccc1,R173806,"Benzenemethanamine, alpha-methyl-, (+-)-",A3158,-0.86,Log unit,OChem,OChem_812,0,0,0,ID_812,CC(N)c1ccccc1,"InChI=1S/C8H11N/c1-7(9)8-5-3-2-4-6-8/h2-7H,9H2,1H3",-0.86
WSGURAYTCUVDQL-UHFFFAOYSA-N,0,0.0,3,0.0,2.03,O=[N+]([O-])c1ccc2[nH]ncc2c1,R585910,"1H-INDAZOLE, 5-NITRO-",A4439,2.03,Log unit,OChem,OChem_17960,0,0,0,ID_17960,O=[N+]([O-])c1ccc2[nH]ncc2c1,"InChI=1S/C7H5N3O2/c11-10(12)6-1-2-7-5(3-6)4-8-9-7/h1-4H,(H,8,9)",2.03
WGUJDBLMJBJUQU-UHFFFAOYSA-N,0,0.0,1,0.0,0.99,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1CO,R773666,5-O-Mycaminosyltylonide,A5643,0.99,Log unit,OChem,OChem_35093,0,0,0,ID_35093,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1CO,"InChI=1S/C31H51NO10/c1-8-25-22(16-34)13-17(2)9-10-23(35)18(3)14-21(11-12-33)30(19(4)24(36)15-26(37)41-25)42-31-29(39)27(32(6)7)28(38)20(5)40-31/h9-10,12-13,18-22,24-25,27-31,34,36,38-39H,8,11,14-16H2,1-7H3",0.99
JAYSBJFHDJOMGZ-UHFFFAOYSA-N,0,0.0,1,0.0,5.6,Clc1ccc(Cl)c2c1oc1c(Cl)ccc(Cl)c12,R672546,-,A5214,5.6,Log unit,OChem,OChem_31579,0,0,0,ID_31579,Clc1ccc(Cl)c2c1oc1c(Cl)ccc(Cl)c12,InChI=1S/C12H4Cl4O/c13-5-1-3-7(15)11-9(5)10-6(14)2-4-8(16)12(10)17-11/h1-4H,5.6
FHTDDANQIMVWKZ-UHFFFAOYSA-N,0,0.0,5,2.634178e-09,0.2,S=c1cc[nH]cc1,R771392,4(1H)-PYRIDINETHIONE,A5643,0.2,Log unit,OChem,OChem_5398,0,0,0,ID_5398,S=c1cc[nH]cc1,"InChI=1S/C5H5NS/c7-5-1-3-6-4-2-5/h1-4H,(H,6,7)",0.2
RGHZPKMHRQIHSB-UHFFFAOYSA-N,0,0.0,2,0.0,2.81,Cc1coc2c(C)c3oc(=O)ccc3cc12,R780370,"PSORALEN,8,4'-DIMETHYL",A5643,2.81,Log unit,OChem,OChem_21243,0,0,0,ID_21243,Cc1coc2c(C)c3oc(=O)ccc3cc12,"InChI=1S/C13H10O3/c1-7-6-15-13-8(2)12-9(5-10(7)13)3-4-11(14)16-12/h3-6H,1-2H3",2.81
KJEOOPXZTLEKJY-UHFFFAOYSA-N,0,0.0,1,0.0,1.34,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCC2)cc1,R768719,"UREA, N-(1-PIPERIDINYL)-N'-[(4-METHYLPHENYL)SULF",A5643,1.34,Log unit,OChem,OChem_32057,0,0,0,ID_32057,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCC2)cc1,"InChI=1S/C13H19N3O3S/c1-11-5-7-12(8-6-11)20(18,19)15-13(17)14-16-9-3-2-4-10-16/h5-8H,2-4,9-10H2,1H3,(H2,14,15,17)",1.34
XXROGKLTLUQVRX-UHFFFAOYSA-N,0,0.0,12,3.8909388e-09,0.17,C=CCO,R4887,Allyl alcohol,A164,0.17,Log unit,OChem,OChem_75,0,0,0,ID_75,C=CCO,"InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2",0.17
XAZNBZJAJJLBJC-UHFFFAOYSA-N,0,0.0,1,0.0,1.88,COc1c(O)c(Br)cc(C=O)c1[N+](=O)[O-],R610961,5-Bromo-2-nitrovanillin; 5-bromo-4-hydroxy-3-(methyloxy)-2-nitrobenzaldehyde,A4468,1.88,Log unit,OChem,OChem_30767,0,0,0,ID_30767,COc1c(O)c(Br)cc(C=O)c1[N+](=O)[O-],"InChI=1S/C8H6BrNO5/c1-15-8-6(10(13)14)4(3-11)2-5(9)7(8)12/h2-3,12H,1H3",1.88
PPPFFGVGWFKTHX-UHFFFAOYSA-N,0,0.0,7,0.0,1.81,CSc1nccnc1C,R585806,"PYRAZINE, 2-METHYL-3-(METHYLTHIO)-",A4439,1.81,Log unit,OChem,OChem_1364,0,0,0,ID_1364,CSc1nccnc1C,"InChI=1S/C6H8N2S/c1-5-6(9-2)8-4-3-7-5/h3-4H,1-2H3",1.81
LCNBNSSFYLMBCG-UHFFFAOYSA-N,0,0.0,1,0.0,1.76,CCN(CC)CCCNC(=O)c1ccccc1OC,R774967,"O-MEO BENZAMIDE,N-(3-DIETAMINOPR)",A5643,1.76,Log unit,OChem,OChem_33714,0,0,0,ID_33714,CCN(CC)CCCNC(=O)c1ccccc1OC,"InChI=1S/C15H24N2O2/c1-4-17(5-2)12-8-11-16-15(18)13-9-6-7-10-14(13)19-3/h6-7,9-10H,4-5,8,11-12H2,1-3H3,(H,16,18)",1.76
OFBQJSOFQDEBGM-UHFFFAOYSA-N,0,0.0001444999999962,18,0.0120208152800172,3.39,CCCCC,R6629,Pentane,A164,3.39,Log unit,OChem,OChem_655,0,0,0,ID_655,CCCCC,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",3.39
BYGADZUBBHLDDY-UHFFFAOYSA-N,0,0.0,1,0.0,1.39,CC(C)NNC(=O)C(C)Oc1ccccc1,R1189424,-,A5920,1.39,Log unit,OChem,OChem_22649,0,0,0,ID_22649,CC(C)NNC(=O)C(C)Oc1ccccc1,"InChI=1S/C12H18N2O2/c1-9(2)13-14-12(15)10(3)16-11-7-5-4-6-8-11/h4-10,13H,1-3H3,(H,14,15)",1.39
GVBHRNIWBGTNQA-UHFFFAOYSA-N,0,0.0,1,0.0,-1.78,COc1cc([N+](=O)[O-])ccc1N,R173802,"Benzenamine, 2-methoxy-4-nitro-",A3158,-1.78,Log unit,OChem,OChem_17677,0,0,0,ID_17677,COc1cc([N+](=O)[O-])ccc1N,"InChI=1S/C7H8N2O3/c1-12-7-4-5(9(10)11)2-3-6(7)8/h2-4H,8H2,1H3",-1.78
SZYQPTAROQANMV-UHFFFAOYSA-N,0,0.0,1,0.0,0.28,CCOC(=O)c1cnccn1,R672463,-,A5214,0.28,Log unit,OChem,OChem_19625,0,0,0,ID_19625,CCOC(=O)c1cnccn1,"InChI=1S/C7H8N2O2/c1-2-11-7(10)6-5-8-3-4-9-6/h3-5H,2H2,1H3",0.28
LIWIJBBAMBDXME-UHFFFAOYSA-N,0,1.7e-15,3,4.21468485e-08,3.26,O=[N+]([O-])C=Cc1ccc(Cl)cc1Cl,R1187163,-,A5920,3.26,Log unit,OChem,OChem_21578,0,0,0,ID_21578,O=[N+]([O-])C=Cc1ccc(Cl)cc1Cl,InChI=1S/C8H5Cl2NO2/c9-7-2-1-6(8(10)5-7)3-4-11(12)13/h1-5H,3.26
MYBOXBVEOOITSF-UHFFFAOYSA-N,0,0.0,2,0.0,3.7,COc1ccccc1N1CCN(CCNC(=S)C2CCCCC2)CC1,R777457,N-Arylpiperazine derivative,A5643,3.7,Log unit,OChem,OChem_35813,0,0,0,ID_35813,COc1ccccc1N1CCN(CCNC(=S)C2CCCCC2)CC1,"InChI=1S/C20H31N3OS/c1-24-19-10-6-5-9-18(19)23-15-13-22(14-16-23)12-11-21-20(25)17-7-3-2-4-8-17/h5-6,9-10,17H,2-4,7-8,11-16H2,1H3,(H,21,25)",3.7
JHXSGWNCHWZAKL-UHFFFAOYSA-N,0,8e-16,3,2.98023223e-08,1.74,FC(F)(F)c1cccc(Cn2cncn2)c1,R1189382,-,A5920,1.74,Log unit,OChem,OChem_22611,0,0,0,ID_22611,FC(F)(F)c1cccc(Cn2cncn2)c1,"InChI=1S/C10H8F3N3/c11-10(12,13)9-3-1-2-8(4-9)5-16-7-14-6-15-16/h1-4,6-7H,5H2",1.74
KZSZEZOEKYCUFI-UHFFFAOYSA-N,0,0.0,4,0.0,2.63,CCOC(=O)CC(=O)C=Cc1ccc(C)cc1,R777549,"4-Pentenoic acid, 5-(4-methylphenyl)-3-oxo-, eth",A5643,2.63,Log unit,OChem,OChem_20640,0,0,0,ID_20640,CCOC(=O)CC(=O)C=Cc1ccc(C)cc1,"InChI=1S/C14H16O3/c1-3-17-14(16)10-13(15)9-8-12-6-4-11(2)5-7-12/h4-9H,3,10H2,1-2H3",2.63
RBEFRYQKJYMLCC-UHFFFAOYSA-N,0,0.0,2,0.0,3.52,O=C(O)c1ccc(N=C=S)cc1,R5636,4-Carboxyphenylisothiocyanate,A164,3.52,Log unit,OChem,OChem_17106,0,0,0,ID_17106,O=C(O)c1ccc(N=C=S)cc1,"InChI=1S/C8H5NO2S/c10-8(11)6-1-3-7(4-2-6)9-5-12/h1-4H,(H,10,11)",3.52
BXMHDHVQCLEBPS-UHFFFAOYSA-N,0,0.0,2,0.0,3.25,CCCCC(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,R772076,"N-(2,4-DINITROPHENYL)NORLEUCINE",A5643,3.25,Log unit,OChem,OChem_32851,0,0,0,ID_32851,CCCCC(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,"InChI=1S/C12H15N3O6/c1-2-3-4-10(12(16)17)13-9-6-5-8(14(18)19)7-11(9)15(20)21/h5-7,10,13H,2-4H2,1H3,(H,16,17)",3.25
AERLHOTUXIJQFV-UHFFFAOYSA-N,0,0.0,2,0.0,1.79,O=C1C2C3C=CC(C4C=CC43)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,R776183,"4,7-ETHENO-1H-CYCLOBUT[F]ISOINDOLE-1,3-(2H)-DION",A5643,1.79,Log unit,OChem,OChem_35470,0,0,0,ID_35470,O=C1C2C3C=CC(C4C=CC43)C2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,"InChI=1S/C24H29N5O2/c30-22-20-18-6-7-19(17-5-4-16(17)18)21(20)23(31)29(22)11-2-1-10-27-12-14-28(15-13-27)24-25-8-3-9-26-24/h3-9,16-21H,1-2,10-15H2",1.79
WXACWLVIFNWYHT-UHFFFAOYSA-N,0,0.0,2,0.0,1.88,COc1ccc(Cc2cnc(N)nc2N)cc1Br,R773332,24NH2-5(3-BR-4-MEO-BENZYL)PYRIMIDINE,A5643,1.88,Log unit,OChem,OChem_33300,0,0,0,ID_33300,COc1ccc(Cc2cnc(N)nc2N)cc1Br,"InChI=1S/C12H13BrN4O/c1-18-10-3-2-7(5-9(10)13)4-8-6-16-12(15)17-11(8)14/h2-3,5-6H,4H2,1H3,(H4,14,15,16,17)",1.88
PRJNEUBECVAVAG-UHFFFAOYSA-N,0,0.0,1,0.0,4.15,C=Cc1cccc(C=C)c1,R173892,"1,3-Divinylbenzene",A3158,4.15,Log unit,OChem,OChem_849,0,0,0,ID_849,C=Cc1cccc(C=C)c1,"InChI=1S/C10H10/c1-3-9-6-5-7-10(4-2)8-9/h3-8H,1-2H2",4.15
FSUGJJCMNQVZIT-UHFFFAOYSA-N,0,0.0,3,0.0,0.82,C[N+](C)([O-])C(c1ccccc1)c1ccccc1,R779943,"DIPHENYLMETHYLAMINE OXIDE,N,N-DIMETHYL",A5643,0.82,Log unit,OChem,OChem_21179,0,0,0,ID_21179,C[N+](C)([O-])C(c1ccccc1)c1ccccc1,"InChI=1S/C15H17NO/c1-16(2,17)15(13-9-5-3-6-10-13)14-11-7-4-8-12-14/h3-12,15H,1-2H3",0.82
ZINCJIDEGYWOAD-UHFFFAOYSA-N,0,0.0,3,0.0,0.18,COc1cccc(N2C(=O)CCC2=O)c1,R1194202,-,A5920,0.18,Log unit,OChem,OChem_23446,0,0,0,ID_23446,COc1cccc(N2C(=O)CCC2=O)c1,"InChI=1S/C11H11NO3/c1-15-9-4-2-3-8(7-9)12-10(13)5-6-11(12)14/h2-4,7H,5-6H2,1H3",0.18
AVDLFIONKHGQAP-UHFFFAOYSA-N,0,0.0,2,0.0,1.48,O=C(O)COc1ccc([N+](=O)[O-])cc1,R5718,p-Nitrophenoxyacetic Acid,A164,1.48,Log unit,OChem,OChem_17150,0,0,0,ID_17150,O=C(O)COc1ccc([N+](=O)[O-])cc1,"InChI=1S/C8H7NO5/c10-8(11)5-14-7-3-1-6(2-4-7)9(12)13/h1-4H,5H2,(H,10,11)",1.48
LORVPHHKJFSORQ-UHFFFAOYSA-N,0,0.0,1,0.0,1.9,CCCCOCC(C)OCC(C)OCC(C)O,R1935083,-,A9072,1.9,Log unit,OChem,OChem_24141,0,0,0,ID_24141,CCCCOCC(C)OCC(C)OCC(C)O,"InChI=1S/C13H28O4/c1-5-6-7-15-9-12(3)17-10-13(4)16-8-11(2)14/h11-14H,5-10H2,1-4H3",1.9
WIWSJWAXUVHJBW-UHFFFAOYSA-N,0,0.0,3,0.0,1.6,O=C(Nc1ccc(O)cc1)C(Cl)Cl,R1193845,-,A5920,1.6,Log unit,OChem,OChem_23331,0,0,0,ID_23331,O=C(Nc1ccc(O)cc1)C(Cl)Cl,"InChI=1S/C8H7Cl2NO2/c9-7(10)8(13)11-5-1-3-6(12)4-2-5/h1-4,7,12H,(H,11,13)",1.6
JLXLGSBBWQVJNN-UHFFFAOYSA-N,0,0.0,1,0.0,2.2,CCN(CC)CC(=O)NCC(=O)Nc1c(C)cccc1C,R772883,GEA-968,A5643,2.2,Log unit,OChem,OChem_33125,0,0,0,ID_33125,CCN(CC)CC(=O)NCC(=O)Nc1c(C)cccc1C,"InChI=1S/C16H25N3O2/c1-5-19(6-2)11-15(21)17-10-14(20)18-16-12(3)8-7-9-13(16)4/h7-9H,5-6,10-11H2,1-4H3,(H,17,21)(H,18,20)",2.2
FGEVHLQAUMOPOZ-UHFFFAOYSA-N,0,0.0,2,0.0,3.29,CN(C)c1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,R777032,"1H-Imidazole-1-ethanol, a-[4-(dimethylamino)phen",A5643,3.29,Log unit,OChem,OChem_35695,0,0,0,ID_35695,CN(C)c1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,"InChI=1S/C24H24N4O/c1-27(2)23-9-7-22(8-10-23)24(29,17-28-16-15-26-18-28)21-5-3-19(4-6-21)20-11-13-25-14-12-20/h3-16,18,29H,17H2,1-2H3",3.29
SUBRHHYLRGOTHL-UHFFFAOYSA-N,0,0.0,1,0.0,6.26,Clc1cc(Cl)c(Cl)c(-c2cccc(Cl)c2Cl)c1,R334582,"2,2',3,3',5-Pentachlorobiphenyl",A2579,6.26,Log unit,OChem,OChem_30291,0,0,0,ID_30291,Clc1cc(Cl)c(Cl)c(-c2cccc(Cl)c2Cl)c1,InChI=1S/C12H5Cl5/c13-6-4-8(12(17)10(15)5-6)7-2-1-3-9(14)11(7)16/h1-5H,6.26
KRMDCWKBEZIMAB-UHFFFAOYSA-N,0,0.0,4,0.0,4.92,CN(C)CCC=C1c2ccccc2CCc2ccccc21,R586540,"1-propanamine, 3-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-ylidene)-N,N-dimethyl-",A4439,4.92,Log unit,OChem,OChem_30515,0,0,0,ID_30515,CN(C)CCC=C1c2ccccc2CCc2ccccc21,"InChI=1S/C20H23N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-12H,7,13-15H2,1-2H3",4.92
ZQQRECFXPHDHCH-UHFFFAOYSA-N,0,1.7e-15,3,4.21468485e-08,2.96,CCN(CC)N=Nc1ccccc1C(N)=O,R778770,BENZAMIDE233DIETHYLTRIAZENYL,A5643,2.96,Log unit,OChem,OChem_20964,0,0,0,ID_20964,CCN(CC)N=Nc1ccccc1C(N)=O,"InChI=1S/C11H16N4O/c1-3-15(4-2)14-13-10-8-6-5-7-9(10)11(12)16/h5-8H,3-4H2,1-2H3,(H2,12,16)",2.96
VQYVIIJFWMCKBW-UHFFFAOYSA-N,0,0.0,1,0.0,0.92,O=C(O)CSC1=NS(=O)(=O)c2cc(Br)ccc2N1,R776177,"ACETIC ACID, [(7-BROMO-4H-1,2,4-BENZOTHIADIAZIN-",A5643,0.92,Log unit,OChem,OChem_35468,0,0,0,ID_35468,O=C(O)CSC1=NS(=O)(=O)c2cc(Br)ccc2N1,"InChI=1S/C9H7BrN2O4S2/c10-5-1-2-6-7(3-5)18(15,16)12-9(11-6)17-4-8(13)14/h1-3H,4H2,(H,11,12)(H,13,14)",0.92
VONWDASPFIQPDY-UHFFFAOYSA-N,0,0.0,10,0.0,-0.61,COP(C)(=O)OC,R585196,"Phosphonic acid, methyl-, dimethyl ester",A4439,-0.61,Log unit,OChem,OChem_986,0,0,0,ID_986,COP(C)(=O)OC,"InChI=1S/C3H9O3P/c1-5-7(3,4)6-2/h1-3H3",-0.61
JQKHJQJVKRFMCO-UHFFFAOYSA-N,0,0.0,3,0.0,1.37,O=[N+]([O-])c1ccc(C=Cc2cccc(CO)n2)o1,R1194931,-,A5920,1.37,Log unit,OChem,OChem_23937,0,0,0,ID_23937,O=[N+]([O-])c1ccc(C=Cc2cccc(CO)n2)o1,"InChI=1S/C12H10N2O4/c15-8-10-3-1-2-9(13-10)4-5-11-6-7-12(18-11)14(16)17/h1-7,15H,8H2",1.37
BBKGCEBFPHLGKV-UHFFFAOYSA-N,0,1e-16,3,1.05367121e-08,0.81,CC1=Nc2ccc(C)cc2S(=O)(=O)N1,R1188270,-,A5920,0.81,Log unit,OChem,OChem_21822,0,0,0,ID_21822,CC1=Nc2ccc(C)cc2S(=O)(=O)N1,"InChI=1S/C9H10N2O2S/c1-6-3-4-8-9(5-6)14(12,13)11-7(2)10-8/h3-5H,1-2H3,(H,10,11)",0.81
SMHPLBXIVNQFBA-UHFFFAOYSA-N,0,0.0001333333333333,3,0.0115470053837918,1.84,O=[N+]([O-])c1ccc2ncccc2c1,R5839,6-Nitroquinoline,A164,1.84,Log unit,OChem,OChem_17222,0,0,0,ID_17222,O=[N+]([O-])c1ccc2ncccc2c1,InChI=1S/C9H6N2O2/c12-11(13)8-3-4-9-7(6-8)2-1-5-10-9/h1-6H,1.84
IDOUOCYLUZSECY-UHFFFAOYSA-N,0,0.0,3,0.0,3.04,CC(C)c1ccc(OC(=O)N(C)C)cc1,R779033,"N,N-DiMe-(4-isopropyl-Ph)carbamate",A5643,3.04,Log unit,OChem,OChem_21016,0,0,0,ID_21016,CC(C)c1ccc(OC(=O)N(C)C)cc1,"InChI=1S/C12H17NO2/c1-9(2)10-5-7-11(8-6-10)15-12(14)13(3)4/h5-9H,1-4H3",3.04
OLXMJMMJJLLYQA-UHFFFAOYSA-N,0,0.0,2,0.0,3.61,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(Cl)cc1,R771834,"BENZENESULFONAMIDE, 4-CHLORO-N-[(PHENYLAMINO)CAR",A5643,3.61,Log unit,OChem,OChem_32750,0,0,0,ID_32750,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(Cl)cc1,"InChI=1S/C13H11ClN2O3S/c14-10-6-8-12(9-7-10)20(18,19)16-13(17)15-11-4-2-1-3-5-11/h1-9H,(H2,15,16,17)",3.61
OSORMYZMWHVFOZ-UHFFFAOYSA-N,0,0.0,3,0.0,4.01,O=C(OCCc1ccccc1)c1ccccc1,R1189671,-,A5920,4.01,Log unit,OChem,OChem_22840,0,0,0,ID_22840,O=C(OCCc1ccccc1)c1ccccc1,"InChI=1S/C15H14O2/c16-15(14-9-5-2-6-10-14)17-12-11-13-7-3-1-4-8-13/h1-10H,11-12H2",4.01
UWGHRWGXQOLKTJ-UHFFFAOYSA-N,0,0.0,1,0.0,4.59,O=C(NC1CCCCC1)NS(=O)(=O)c1cnccc1NC1CCCCCC1,R35261946,BM-3; NOCAS_878456,A111278,4.59,Log unit,OChem,OChem_36128,0,0,0,ID_36128,O=C(NC1CCCCC1)NS(=O)(=O)c1cnccc1NC1CCCCCC1,"InChI=1S/C19H30N4O3S/c24-19(22-16-10-6-3-7-11-16)23-27(25,26)18-14-20-13-12-17(18)21-15-8-4-1-2-5-9-15/h12-16H,1-11H2,(H,20,21)(H2,22,23,24)",4.59
NYHBQMYGNKIUIF-UHFFFAOYSA-N,0,0.0,4,0.0,-1.9,Nc1nc2c(ncn2C2OC(CO)C(O)C2O)c(=O)[nH]1,R585082,Guanosine,A4439,-1.9,Log unit,OChem,OChem_30348,0,0,0,ID_30348,Nc1nc2c(ncn2C2OC(CO)C(O)C2O)c(=O)[nH]1,"InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)",-1.9
LACXDWHPYQPMCP-UHFFFAOYSA-N,0,0.0,2,0.0,2.3,NN(C(=O)c1ccccc1)c1ccccc1,R34775344,N-Benzoyl-N-phenylhydrazine,A106408,2.3,Log unit,OChem,OChem_24982,0,0,0,ID_24982,NN(C(=O)c1ccccc1)c1ccccc1,"InChI=1S/C13H12N2O/c14-15(12-9-5-2-6-10-12)13(16)11-7-3-1-4-8-11/h1-10H,14H2",2.3
CAFBQHRMRGNHME-UHFFFAOYSA-N,0,0.0,3,0.0,3.49,FC(F)(F)c1nc2cc(Cl)cc(Cl)c2[nH]1,R670703,-,A5214,3.49,Log unit,OChem,OChem_31219,0,0,0,ID_31219,FC(F)(F)c1nc2cc(Cl)cc(Cl)c2[nH]1,"InChI=1S/C8H3Cl2F3N2/c9-3-1-4(10)6-5(2-3)14-7(15-6)8(11,12)13/h1-2H,(H,14,15)",3.49
TZZHLXPJOWLPFA-UHFFFAOYSA-N,0,0.0,3,0.0,4.36,C=C(C)CC(C)(CCC=C(C)C)OC(C)=O,R1937220,-,A9072,4.36,Log unit,OChem,OChem_24428,0,0,0,ID_24428,C=C(C)CC(C)(CCC=C(C)C)OC(C)=O,"InChI=1S/C14H24O2/c1-11(2)8-7-9-14(6,10-12(3)4)16-13(5)15/h8H,3,7,9-10H2,1-2,4-6H3",4.36
LIPRDMWUFTULMT-UHFFFAOYSA-N,0,4e-16,3,2.10734242e-08,1.28,COc1cc(NC(=O)NC(=N)N)ccc1C#N,R1189999,-,A5920,1.28,Log unit,OChem,OChem_23049,0,0,0,ID_23049,COc1cc(NC(=O)NC(=N)N)ccc1C#N,"InChI=1S/C10H11N5O2/c1-17-8-4-7(3-2-6(8)5-11)14-10(16)15-9(12)13/h2-4H,1H3,(H5,12,13,14,15,16)",1.28
VCYCFRKSFAXXOL-UHFFFAOYSA-N,0,0.0,1,0.0,0.53,COc1cc(S(C)=O)ccc1-c1nc2ncncc2[nH]1,R774593,"ISOMAZOLE,PYRIMIDYL ANALOG",A5643,0.53,Log unit,OChem,OChem_33581,0,0,0,ID_33581,COc1cc(S(C)=O)ccc1-c1nc2ncncc2[nH]1,"InChI=1S/C13H12N4O2S/c1-19-11-5-8(20(2)18)3-4-9(11)12-16-10-6-14-7-15-13(10)17-12/h3-7H,1-2H3,(H,14,15,16,17)",0.53
DNMFDFHJWALWGN-UHFFFAOYSA-N,0,0.0,3,0.0,3.14,CC(=O)C=Cc1ccccc1C(F)(F)F,R1188548,-,A5920,3.14,Log unit,OChem,OChem_21953,0,0,0,ID_21953,CC(=O)C=Cc1ccccc1C(F)(F)F,"InChI=1S/C11H9F3O/c1-8(15)6-7-9-4-2-3-5-10(9)11(12,13)14/h2-7H,1H3",3.14
PMSVVUSIPKHUMT-UHFFFAOYSA-N,0,0.0,7,0.0,-0.01,N#Cc1cnccn1,R672074,-,A5214,-0.01,Log unit,OChem,OChem_3489,0,0,0,ID_3489,N#Cc1cnccn1,"InChI=1S/C5H3N3/c6-3-5-4-7-1-2-8-5/h1-2,4H",-0.01
KPPFDBHPAAUETJ-UHFFFAOYSA-N,0,0.0,1,0.0,4.88,CC(C)(C)c1ccc(C2C(=O)c3ccccc3C2=O)cc1,R770853,"1H-INDENE-1,3(2H)-DIONE, 2-[4-(1,1-DIMETHYLETHYL",A5643,4.88,Log unit,OChem,OChem_32505,0,0,0,ID_32505,CC(C)(C)c1ccc(C2C(=O)c3ccccc3C2=O)cc1,"InChI=1S/C19H18O2/c1-19(2,3)13-10-8-12(9-11-13)16-17(20)14-6-4-5-7-15(14)18(16)21/h4-11,16H,1-3H3",4.88
QSBFECWPKSRWNM-UHFFFAOYSA-N,0,0.0,1,0.0,2.21,c1ccc2c(c1)OCCOCCOc1ccccc1OCCO2,R770891,"2,3-DIBENZO-15-CROWN-5-ETHER",A5643,2.21,Log unit,OChem,OChem_32516,0,0,0,ID_32516,c1ccc2c(c1)OCCOCCOc1ccccc1OCCO2,"InChI=1S/C18H20O5/c1-3-7-17-15(5-1)20-11-9-19-10-12-21-16-6-2-4-8-18(16)23-14-13-22-17/h1-8H,9-14H2",2.21
IZUKQUVSCNEFMJ-UHFFFAOYSA-N,0,0.0,3,0.0,1.69,O=[N+]([O-])c1ccccc1[N+](=O)[O-],R5355,"1,2-Dinitrobenzene",A164,1.69,Log unit,OChem,OChem_17020,0,0,0,ID_17020,O=[N+]([O-])c1ccccc1[N+](=O)[O-],InChI=1S/C6H4N2O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,1.69
HKGWMJYYTLOPLZ-UHFFFAOYSA-N,0,0.0,1,0.0,1.43,O=[N+]([O-])c1nccn1CC(O)COc1ccccc1,R771544,1-(3-PHO-2-OH-PROPYL)-2-NO2-IMIDAZOLE,A5643,1.43,Log unit,OChem,OChem_32657,0,0,0,ID_32657,O=[N+]([O-])c1nccn1CC(O)COc1ccccc1,"InChI=1S/C12H13N3O4/c16-10(9-19-11-4-2-1-3-5-11)8-14-7-6-13-12(14)15(17)18/h1-7,10,16H,8-9H2",1.43
YJFMKPZNZLUFAX-UHFFFAOYSA-N,0,0.0,1,0.0,2.9,CC(=NNC(=O)c1cccc(Br)c1)c1cnccn1,R35256352,HMP3BBH; NOCAS_877113,A111278,2.9,Log unit,OChem,OChem_33960,0,0,0,ID_33960,CC(=NNC(=O)c1cccc(Br)c1)c1cnccn1,"InChI=1S/C13H11BrN4O/c1-9(12-8-15-5-6-16-12)17-18-13(19)10-3-2-4-11(14)7-10/h2-8H,1H3,(H,18,19)",2.9
QCTBMLYLENLHLA-UHFFFAOYSA-N,0,0.0,2,0.0,1.03,NCc1ccc(C(=O)O)cc1,R672290,-,A5214,1.03,Log unit,OChem,OChem_19567,0,0,0,ID_19567,NCc1ccc(C(=O)O)cc1,"InChI=1S/C8H9NO2/c9-5-6-1-3-7(4-2-6)8(10)11/h1-4H,5,9H2,(H,10,11)",1.03
