Name,DocumentID,ID,SMILES,Response,Original_SMILES,Batch Reference,Type,Dataset,SMILES_ORI,InChI,InChI Key,Resp_STDEV,Resp_CNT,Resp_MEDIAN
-,A118333,None,CCNC(=O)Nc1cc2c(-c3ccnc(C)c3)ccc(CNC(=O)OCCO)c2cn1,2.5,None,None,None,OChem,CCNC(=O)Nc1cc2c(-c3ccnc(C)c3)ccc(CNC(=O)OCCO)c2cn1,"InChI=1S/C22H25N5O4/c1-3-23-21(29)27-20-11-18-17(15-6-7-24-14(2)10-15)5-4-16(19(18)13-25-20)12-26-22(30)31-9-8-28/h4-7,10-11,13,28H,3,8-9,12H2,1-2H3,(H,26,30)(H2,23,25,27,29)",RVRXIFHRYITMFV-UHFFFAOYSA-N,0.0,1,2.5
-,A123551,None,CC(O)c1c(O)c(=O)ccn1CCCO,-1.12,None,None,None,OChem,CC(O)c1c(O)c(=O)ccn1CCCO,"InChI=1S/C10H15NO4/c1-7(13)9-10(15)8(14)3-5-11(9)4-2-6-12/h3,5,7,12-13,15H,2,4,6H2,1H3",FSRGITLHIAOWLH-UHFFFAOYSA-N,0.0,1,-1.12
-,A100755,None,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4c(Cl)cccc4c3C2)CC1,3.59,None,None,None,OChem,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4c(Cl)cccc4c3C2)CC1,"InChI=1S/C23H25ClN4O2/c24-18-7-3-6-14-17-12-28(11-8-19(17)26-20(14)18)22(30)16-5-2-1-4-15(16)21(29)27-23(13-25)9-10-23/h3,6-7,15-16,26H,1-2,4-5,8-12H2,(H,27,29)",GPRFWQGDRLPCOZ-UHFFFAOYSA-N,0.0,1,3.59
-,A100755,None,Oc1c(I)cc(I)c2cccnc12,2.19,None,None,None,OChem,Oc1c(I)cc(I)c2cccnc12,"InChI=1S/C9H5I2NO/c10-6-4-7(11)9(13)8-5(6)2-1-3-12-8/h1-4,13H",UXZFQZANDVDGMM-UHFFFAOYSA-N,0.0,1,2.19
-,A123551,None,CC=Cc1nc2ccc(OC)cc2n2cccc12,3.48,None,None,None,OChem,CC=Cc1nc2ccc(OC)cc2n2cccc12,"InChI=1S/C15H14N2O/c1-3-5-12-14-6-4-9-17(14)15-10-11(18-2)7-8-13(15)16-12/h3-10H,1-2H3",WIUHURJSZFGOLY-UHFFFAOYSA-N,0.0,1,3.48
-,A100755,None,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2)n1C(C)C,2.74,None,None,None,OChem,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2)n1C(C)C,"InChI=1S/C20H23FN6O/c1-12(2)27-13(3)23-11-18(27)17-8-9-22-20(25-17)24-14-6-7-15(16(21)10-14)19(28)26(4)5/h6-12H,1-5H3,(H,22,24,25)",XLGNAHMZWBLDIJ-UHFFFAOYSA-N,0.0,1,2.74
-,A100755,None,CCc1nc2c(N)nc3ccccc3c2n1CC(C)C,2.55,None,None,None,OChem,CCc1nc2c(N)nc3ccccc3c2n1CC(C)C,"InChI=1S/C16H20N4/c1-4-13-19-14-15(20(13)9-10(2)3)11-7-5-6-8-12(11)18-16(14)17/h5-8,10H,4,9H2,1-3H3,(H2,17,18)",JFPWAHPXRLJZQR-UHFFFAOYSA-N,0.0,1,2.55
-,A100755,None,CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O,-0.4,None,None,None,OChem,CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O,"InChI=1S/C10H12BClN2O3S/c1-2-5-18(16,17)14-11(15)10-4-3-9(12)6-8(10)7-13-14/h3-4,6-7,15H,2,5H2,1H3",NTOLEUDARGTNNY-UHFFFAOYSA-N,0.0,1,-0.4
-,A123552,None,Cc1cc(C(=O)Nc2c(F)cccc2F)nn1Cc1cc(Cl)ccc1OCc1ccccc1,3.7,None,None,None,OChem,Cc1cc(C(=O)Nc2c(F)cccc2F)nn1Cc1cc(Cl)ccc1OCc1ccccc1,"InChI=1S/C25H20ClF2N3O2/c1-16-12-22(25(32)29-24-20(27)8-5-9-21(24)28)30-31(16)14-18-13-19(26)10-11-23(18)33-15-17-6-3-2-4-7-17/h2-13H,14-15H2,1H3,(H,29,32)",WCNTZOSXKSHTGO-UHFFFAOYSA-N,0.0,1,3.7
-,A123581,None,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OCc3ccc(C(=O)OC)cc3)cs2)cc1,4.0,None,None,None,OChem,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OCc3ccc(C(=O)OC)cc3)cs2)cc1,"InChI=1S/C28H26N2O6S2/c1-3-38(33,34)23-12-8-19(9-13-23)15-25(31)30-26-16-22(18-37-26)24-5-4-14-29-27(24)36-17-20-6-10-21(11-7-20)28(32)35-2/h4-14,16,18H,3,15,17H2,1-2H3,(H,30,31)",QOZJVJXEWQEQGR-UHFFFAOYSA-N,0.0,1,4.0
-,A123551,None,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CC(F)CC2COc2ccc(C(=O)O)cc2)cc1Br,1.6799999,None,None,None,OChem,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CC(F)CC2COc2ccc(C(=O)O)cc2)cc1Br,"InChI=1S/C28H27BrFN3O5/c1-17-4-2-3-5-24(17)31-28(37)32-25-11-6-18(12-23(25)29)13-26(34)33-15-20(30)14-21(33)16-38-22-9-7-19(8-10-22)27(35)36/h2-12,20-21H,13-16H2,1H3,(H,35,36)(H2,31,32,37)",NVSWYFNJDUCDCI-UHFFFAOYSA-N,0.0,1,1.6799999
-,A100755,None,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)CC1,2.39,None,None,None,OChem,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)CC1,"InChI=1S/C23H29N7O/c1-16(2)30-17(3)25-15-22(30)21-9-10-24-23(27-21)26-19-5-7-20(8-6-19)29-13-11-28(12-14-29)18(4)31/h5-10,15-16H,11-14H2,1-4H3,(H,24,26,27)",YJXDXVFQDXTCIT-UHFFFAOYSA-N,0.0,1,2.39
-,A100755,None,CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2C,2.94,None,None,None,OChem,CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2C,"InChI=1S/C21H19N7O/c1-12(29)24-15-5-6-19-16(7-15)17(11-27(19)2)18-8-20(25-14-3-4-14)28-21(26-18)13(9-22)10-23-28/h5-8,10-11,14,25H,3-4H2,1-2H3,(H,24,29)",QRFPAAIZIPRHSO-UHFFFAOYSA-N,0.0,1,2.94
Morphine-3b-D-glucuronide,A2064,None,CN1CCC23c4c5ccc(OC6OC(C(=O)O)C(O)C(O)C6O)c4OC2C(O)C=CC3C1C5,-1.12,None,None,None,OChem,CN1CCC23c4c5ccc(OC6OC(C(=O)O)C(O)C(O)C6O)c4OC2C(O)C=CC3C1C5,"InChI=1S/C23H27NO9/c1-24-7-6-23-10-3-4-12(25)20(23)32-18-13(5-2-9(14(18)23)8-11(10)24)31-22-17(28)15(26)16(27)19(33-22)21(29)30/h2-5,10-12,15-17,19-20,22,25-28H,6-8H2,1H3,(H,29,30)",WAEXKFONHRHFBZ-UHFFFAOYSA-N,0.0,1,-1.12
-,A100755,None,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)C2CCN(S(=O)(=O)C(F)(F)F)CC2)CC1,3.39,None,None,None,OChem,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)C2CCN(S(=O)(=O)C(F)(F)F)CC2)CC1,"InChI=1S/C31H42F3N3O5S2/c1-3-37(30(38)23-24-9-11-28(12-10-24)43(2,39)40)27-15-18-35(19-16-27)20-17-29(25-7-5-4-6-8-25)26-13-21-36(22-14-26)44(41,42)31(32,33)34/h4-12,26-27,29H,3,13-23H2,1-2H3",HFLVCCCLGAIFBB-UHFFFAOYSA-N,0.0,1,3.39
-,A100755,None,Cc1cc(N)nc(CCNC(=O)c2ccc(C#N)cc2)c1,1.62,None,None,None,OChem,Cc1cc(N)nc(CCNC(=O)c2ccc(C#N)cc2)c1,"InChI=1S/C16H16N4O/c1-11-8-14(20-15(18)9-11)6-7-19-16(21)13-4-2-12(10-17)3-5-13/h2-5,8-9H,6-7H2,1H3,(H2,18,20)(H,19,21)",QINCZVSBLITNRD-UHFFFAOYSA-N,0.0,1,1.62
-,A100755,None,CC(=O)NCC1CN(c2ccc(-n3ccc(C#N)c3)c(F)c2)C(=O)O1,1.6,None,None,None,OChem,CC(=O)NCC1CN(c2ccc(-n3ccc(C#N)c3)c(F)c2)C(=O)O1,"InChI=1S/C17H15FN4O3/c1-11(23)20-8-14-10-22(17(24)25-14)13-2-3-16(15(18)6-13)21-5-4-12(7-19)9-21/h2-6,9,14H,8,10H2,1H3,(H,20,23)",AUSXUKWTTCOLJV-UHFFFAOYSA-N,0.0,1,1.6
-,A100755,None,Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F)n1C(C)C,3.14,None,None,None,OChem,Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F)n1C(C)C,"InChI=1S/C20H22F2N6O/c1-11(2)28-12(3)23-10-17(28)18-16(22)9-24-20(26-18)25-13-6-7-14(15(21)8-13)19(29)27(4)5/h6-11H,1-5H3,(H,24,25,26)",TYRDCYYKRYFRKP-UHFFFAOYSA-N,0.0,1,3.14
-,A123551,None,CCc1c(O)c(=O)ccn1C,-0.20999999,None,None,None,OChem,CCc1c(O)c(=O)ccn1C,"InChI=1S/C8H11NO2/c1-3-6-8(11)7(10)4-5-9(6)2/h4-5,11H,3H2,1-2H3",YHUAHVPZGNXPMS-UHFFFAOYSA-N,0.0,1,-0.20999999
-,A100755,None,COc1ccc(-c2cc(=O)c3ccccc3[nH]2)cc1,2.71,None,None,None,OChem,COc1ccc(-c2cc(=O)c3ccccc3[nH]2)cc1,"InChI=1S/C16H13NO2/c1-19-12-8-6-11(7-9-12)15-10-16(18)13-4-2-3-5-14(13)17-15/h2-10H,1H3,(H,17,18)",YKUDSEKRLNZNTN-UHFFFAOYSA-N,0.0,1,2.71
-,A123554,None,COc1cc(-c2nnc3n2CCCC3(Cc2ccc(F)c(F)c2)C(C)(C)O)ccc1-c1cnc(C)o1,3.0,None,None,None,OChem,COc1cc(-c2nnc3n2CCCC3(Cc2ccc(F)c(F)c2)C(C)(C)O)ccc1-c1cnc(C)o1,"InChI=1S/C27H28F2N4O3/c1-16-30-15-23(36-16)19-8-7-18(13-22(19)35-4)24-31-32-25-27(26(2,3)34,10-5-11-33(24)25)14-17-6-9-20(28)21(29)12-17/h6-9,12-13,15,34H,5,10-11,14H2,1-4H3",RCGQQSTUEPZNKJ-UHFFFAOYSA-N,0.0,1,3.0
-,A100755,None,C=CCN(C(=O)NCc1ccc(OC)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,3.6,None,None,None,OChem,C=CCN(C(=O)NCc1ccc(OC)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,"InChI=1S/C32H39N3O2/c1-3-21-35(32(36)33-25-26-14-16-30(37-2)17-15-26)29-18-22-34(23-19-29)24-20-31(27-10-6-4-7-11-27)28-12-8-5-9-13-28/h3-17,29,31H,1,18-25H2,2H3,(H,33,36)",JNJVLJAMVUUPMQ-UHFFFAOYSA-N,0.0,1,3.6
-,A100755,None,COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NCC(C)O)c2ccccc2F)c(OC)c1,2.55,None,None,None,OChem,COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NCC(C)O)c2ccccc2F)c(OC)c1,"InChI=1S/C26H27FN2O5/c1-17(30)16-28-25(31)24(20-11-7-8-12-21(20)27)29(26(32)18-9-5-4-6-10-18)22-14-13-19(33-2)15-23(22)34-3/h4-15,17,24,30H,16H2,1-3H3,(H,28,31)",YOEOOUFATDSPPW-UHFFFAOYSA-N,0.0,1,2.55
-,A100755,None,COc1cc(F)ccc1-c1cncc(CNCC2CC2)n1,1.8,None,None,None,OChem,COc1cc(F)ccc1-c1cncc(CNCC2CC2)n1,"InChI=1S/C16H18FN3O/c1-21-16-6-12(17)4-5-14(16)15-10-19-9-13(20-15)8-18-7-11-2-3-11/h4-6,9-11,18H,2-3,7-8H2,1H3",YICPRNFRCVOHKV-UHFFFAOYSA-N,0.0,1,1.8
-,A100755,None,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(N2CCNCC2)ncc1Cl,2.09,None,None,None,OChem,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(N2CCNCC2)ncc1Cl,"InChI=1S/C21H29ClN4O/c22-18-12-24-19(26-3-1-23-2-4-26)8-17(18)20(27)25-13-21-9-14-5-15(10-21)7-16(6-14)11-21/h8,12,14-16,23H,1-7,9-11,13H2,(H,25,27)",PVEBIFFVXUQSFZ-UHFFFAOYSA-N,0.0,1,2.09
-,A100755,None,CNc1nc2nc(SCc3cccc(F)c3F)nc(NC(C)CO)c2s1,3.7,None,None,None,OChem,CNc1nc2nc(SCc3cccc(F)c3F)nc(NC(C)CO)c2s1,"InChI=1S/C16H17F2N5OS2/c1-8(6-24)20-13-12-14(21-15(19-2)26-12)23-16(22-13)25-7-9-4-3-5-10(17)11(9)18/h3-5,8,24H,6-7H2,1-2H3,(H2,19,20,21,22,23)",YKXOPCFSUSUQIV-UHFFFAOYSA-N,0.0,1,3.7
-,A100755,None,CC(C)N1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(Cl)c2)CC1,1.68,None,None,None,OChem,CC(C)N1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(Cl)c2)CC1,"InChI=1S/C26H30ClN5O/c1-18(2)32-13-11-31(12-14-32)17-19-15-22(27)25(29-16-19)20-7-9-21(10-8-20)26(33)30-24-6-4-3-5-23(24)28/h3-10,15-16,18H,11-14,17,28H2,1-2H3,(H,30,33)",ZCCQJRPGTUXMST-UHFFFAOYSA-N,0.0,1,1.68
-,A100755,None,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)nc2)CC1,1.8,None,None,None,OChem,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)nc2)CC1,"InChI=1S/C22H24F3N7O/c1-30(21(33)12-16-2-5-19(6-3-16)32-15-27-28-29-32)18-8-10-31(11-9-18)14-17-4-7-20(26-13-17)22(23,24)25/h2-7,13,15,18H,8-12,14H2,1H3",JFTWHNDQPJLOQP-UHFFFAOYSA-N,0.0,1,1.8
-,A100755,None,Cc1nc(C)c(C(=O)NC(Cc2cccc(Cl)c2)C(=O)NCC#N)s1,2.0,None,None,None,OChem,Cc1nc(C)c(C(=O)NC(Cc2cccc(Cl)c2)C(=O)NCC#N)s1,"InChI=1S/C17H17ClN4O2S/c1-10-15(25-11(2)21-10)17(24)22-14(16(23)20-7-6-19)9-12-4-3-5-13(18)8-12/h3-5,8,14H,7,9H2,1-2H3,(H,20,23)(H,22,24)",NITBWRSUGPDTIJ-UHFFFAOYSA-N,0.0,1,2.0
-,A100755,None,COc1cc(-n2nnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1N1CCC(O)C1,3.15,None,None,None,OChem,COc1cc(-n2nnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1N1CCC(O)C1,"InChI=1S/C22H19ClN4O3S/c1-30-19-10-15(6-7-18(19)26-9-8-16(28)12-26)27-22(29)21-17(24-25-27)11-20(31-21)13-2-4-14(23)5-3-13/h2-7,10-11,16,28H,8-9,12H2,1H3",AEMKVXCCHGLFJH-UHFFFAOYSA-N,0.0,1,3.15
-,A100755,None,O=c1cc(-c2ccccc2)oc2ccc(O)cc12,3.6,None,None,None,OChem,O=c1cc(-c2ccccc2)oc2ccc(O)cc12,"InChI=1S/C15H10O3/c16-11-6-7-14-12(8-11)13(17)9-15(18-14)10-4-2-1-3-5-10/h1-9,16H",GPZYYYGYCRFPBU-UHFFFAOYSA-N,0.0,1,3.6
-,A100755,None,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,2.3,None,None,None,OChem,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,"InChI=1S/C22H20N2O5/c1-3-12-13-7-11(25)5-6-17(13)23-19-14(12)9-24-18(19)8-16-15(20(24)26)10-29-21(27)22(16,28)4-2/h5-8,25,28H,3-4,9-10H2,1-2H3",FJHBVJOVLFPMQE-UHFFFAOYSA-N,0.0475190963311491,217,2.3
-,A100755,None,CCCCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,3.0,None,None,None,OChem,CCCCN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,"InChI=1S/C26H35N3O4S/c1-2-3-16-29(23(31)13-19-33-18-12-20-7-5-4-6-8-20)17-15-27-14-11-21-9-10-22(30)24-25(21)34-26(32)28-24/h4-10,27,30H,2-3,11-19H2,1H3,(H,28,32)",HYUZZQZAVMPKLP-UHFFFAOYSA-N,0.0,1,3.0
-,A100755,None,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)OC(C)(C)C)c1nnc(C)n1-2,3.82,None,None,None,OChem,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)OC(C)(C)C)c1nnc(C)n1-2,"InChI=1S/C23H25ClN4O2S/c1-12-13(2)31-22-19(12)20(15-7-9-16(24)10-8-15)25-17(11-18(29)30-23(4,5)6)21-27-26-14(3)28(21)22/h7-10,17H,11H2,1-6H3",DNVXATUJJDPFDM-UHFFFAOYSA-N,0.0,1,3.82
-,A123554,None,COc1cc(-c2nnc3n2CCCC3(OC)c2ccc(Cl)c(Cl)c2)ccc1-c1cnc(C)o1,3.7,None,None,None,OChem,COc1cc(-c2nnc3n2CCCC3(OC)c2ccc(Cl)c(Cl)c2)ccc1-c1cnc(C)o1,"InChI=1S/C24H22Cl2N4O3/c1-14-27-13-21(33-14)17-7-5-15(11-20(17)31-2)22-28-29-23-24(32-3,9-4-10-30(22)23)16-6-8-18(25)19(26)12-16/h5-8,11-13H,4,9-10H2,1-3H3",UBHOIFOONQXXDA-UHFFFAOYSA-N,0.0,1,3.7
-,A118333,None,CCNC(=O)Nc1cc2c(-c3ccnc(C)c3)ccc(CNC(=O)OCCOC)c2cn1,3.0,None,None,None,OChem,CCNC(=O)Nc1cc2c(-c3ccnc(C)c3)ccc(CNC(=O)OCCOC)c2cn1,"InChI=1S/C23H27N5O4/c1-4-24-22(29)28-21-12-19-18(16-7-8-25-15(2)11-16)6-5-17(20(19)14-26-21)13-27-23(30)32-10-9-31-3/h5-8,11-12,14H,4,9-10,13H2,1-3H3,(H,27,30)(H2,24,26,28,29)",BMGHOFGNTZXSPS-UHFFFAOYSA-N,0.0,1,3.0
-,A100755,None,O=C1C2CCC(N2)C(=O)N1Cc1ccccc1,2.21,None,None,None,OChem,O=C1C2CCC(N2)C(=O)N1Cc1ccccc1,"InChI=1S/C13H14N2O2/c16-12-10-6-7-11(14-10)13(17)15(12)8-9-4-2-1-3-5-9/h1-5,10-11,14H,6-8H2",NTNUTDMPEVEYBJ-UHFFFAOYSA-N,0.0,1,2.21
-,A100755,None,COCC(C)Oc1cc(Oc2ccc(Cl)cc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,1.69,None,None,None,OChem,COCC(C)Oc1cc(Oc2ccc(Cl)cc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,"InChI=1S/C23H21ClN2O6/c1-14(13-30-2)31-19-9-16(10-20(11-19)32-18-6-4-17(24)5-7-18)22(27)26-21-8-3-15(12-25-21)23(28)29/h3-12,14H,13H2,1-2H3,(H,28,29)(H,25,26,27)",QQLRSGYTKYKGIH-UHFFFAOYSA-N,0.0,1,1.69
-,A100755,None,O=C(O)c1ccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,1.1,None,None,None,OChem,O=C(O)c1ccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,"InChI=1S/C25H30Cl2N2O3/c26-23-6-5-22(15-24(23)27)32-21-9-13-29(14-10-21)17-19-7-11-28(12-8-19)16-18-1-3-20(4-2-18)25(30)31/h1-6,15,19,21H,7-14,16-17H2,(H,30,31)",REJVZJBLJWRHQL-UHFFFAOYSA-N,0.0,1,1.1
-,A100755,None,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,3.5,None,None,None,OChem,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,"InChI=1S/C25H27ClN2/c1-20-6-5-7-21(18-20)19-27-14-16-28(17-15-27)25(22-8-3-2-4-9-22)23-10-12-24(26)13-11-23/h2-13,18,25H,14-17,19H2,1H3",OCJYIGYOJCODJL-UHFFFAOYSA-N,0.0,138,3.5
-,A100755,None,CNC(C)C(=O)NC(C(=O)NC1CCCN(CCCc2ccccc2)C1)C1CCCCC1,2.6,None,None,None,OChem,CNC(C)C(=O)NC(C(=O)NC1CCCN(CCCc2ccccc2)C1)C1CCCCC1,"InChI=1S/C26H42N4O2/c1-20(27-2)25(31)29-24(22-14-7-4-8-15-22)26(32)28-23-16-10-18-30(19-23)17-9-13-21-11-5-3-6-12-21/h3,5-6,11-12,20,22-24,27H,4,7-10,13-19H2,1-2H3,(H,28,32)(H,29,31)",CHTNLBXSBITESO-UHFFFAOYSA-N,0.0,1,2.6
-,A100755,None,Cn1sc(NC(=O)c2cccc(Cl)c2)nc1=O,0.87,None,None,None,OChem,Cn1sc(NC(=O)c2cccc(Cl)c2)nc1=O,"InChI=1S/C10H8ClN3O2S/c1-14-10(16)13-9(17-14)12-8(15)6-3-2-4-7(11)5-6/h2-5H,1H3,(H,12,13,15,16)",QSVODSMJXQAITH-UHFFFAOYSA-N,0.0,1,0.87
-,A100755,None,CCCN1CCC(Oc2nccc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)n2)CC1,2.6,None,None,None,OChem,CCCN1CCC(Oc2nccc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)n2)CC1,"InChI=1S/C30H38N6O3/c1-3-13-35-14-10-26(11-15-35)39-30-31-12-9-28(34-30)33-27-21-24(8-7-22(27)2)32-29(37)23-5-4-6-25(20-23)36-16-18-38-19-17-36/h4-9,12,20-21,26H,3,10-11,13-19H2,1-2H3,(H,32,37)(H,31,33,34)",BBOLHCAQUHPGPL-UHFFFAOYSA-N,0.0,1,2.6
sufentanil,A1533,None,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,3.34,None,None,None,OChem,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,"InChI=1S/C22H30N2O2S/c1-3-21(25)24(19-8-5-4-6-9-19)22(18-26-2)12-15-23(16-13-22)14-11-20-10-7-17-27-20/h4-10,17H,3,11-16,18H2,1-2H3",GGCSSNBKKAUURC-UHFFFAOYSA-N,0.0,1,3.34
-,A100755,None,O=C(NCC(=O)N(CCO)c1ccccc1)c1cc2cc(Cl)ccc2[nH]1,3.37,None,None,None,OChem,O=C(NCC(=O)N(CCO)c1ccccc1)c1cc2cc(Cl)ccc2[nH]1,"InChI=1S/C19H18ClN3O3/c20-14-6-7-16-13(10-14)11-17(22-16)19(26)21-12-18(25)23(8-9-24)15-4-2-1-3-5-15/h1-7,10-11,22,24H,8-9,12H2,(H,21,26)",YAFZVFCDUNEXRQ-UHFFFAOYSA-N,0.0,1,3.37
-,A100755,None,CNCCC(Oc1cc(OC)ccc1C#N)c1ccccc1,0.87,None,None,None,OChem,CNCCC(Oc1cc(OC)ccc1C#N)c1ccccc1,"InChI=1S/C18H20N2O2/c1-20-11-10-17(14-6-4-3-5-7-14)22-18-12-16(21-2)9-8-15(18)13-19/h3-9,12,17,20H,10-11H2,1-2H3",YHAUZLJCBAELMT-UHFFFAOYSA-N,0.0,1,0.87
-,A100755,None,CC(O)(C(=O)c1ccccc1)c1ccccc1,2.92,None,None,None,OChem,CC(O)(C(=O)c1ccccc1)c1ccccc1,"InChI=1S/C15H14O2/c1-15(17,13-10-6-3-7-11-13)14(16)12-8-4-2-5-9-12/h2-11,17H,1H3",DIVXVZXROTWKIH-UHFFFAOYSA-N,0.0,1,2.92
-,A100755,None,O=C(NCc1ccnc2ccccc12)c1ccc(Oc2ccc(C#CC3(O)CN4CCC3CC4)cc2)cc1,3.88,None,None,None,OChem,O=C(NCc1ccnc2ccccc12)c1ccc(Oc2ccc(C#CC3(O)CN4CCC3CC4)cc2)cc1,"InChI=1S/C32H29N3O3/c36-31(34-21-25-14-18-33-30-4-2-1-3-29(25)30)24-7-11-28(12-8-24)38-27-9-5-23(6-10-27)13-17-32(37)22-35-19-15-26(32)16-20-35/h1-12,14,18,26,37H,15-16,19-22H2,(H,34,36)",BLVTYAOGMSRRPZ-UHFFFAOYSA-N,0.0,1,3.88
-,A100755,None,COc1ccc2c(C)cc(NC3CCCC(NCc4ccsc4)C3)nc2c1,2.46,None,None,None,OChem,COc1ccc2c(C)cc(NC3CCCC(NCc4ccsc4)C3)nc2c1,"InChI=1S/C22H27N3OS/c1-15-10-22(25-21-12-19(26-2)6-7-20(15)21)24-18-5-3-4-17(11-18)23-13-16-8-9-27-14-16/h6-10,12,14,17-18,23H,3-5,11,13H2,1-2H3,(H,24,25)",QUSHDRQZFJGEQA-UHFFFAOYSA-N,0.0,1,2.46
Prostaglandin E1,A2120,None,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,0.78,None,None,None,OChem,CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,"InChI=1S/C20H34O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h12-13,15-17,19,21,23H,2-11,14H2,1H3,(H,24,25)",GMVPRGQOIOIIMI-UHFFFAOYSA-N,0.0,1,0.78
-,A123573,None,CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Sc2ccccc2)N2C1=NC1CCCC12,5.0,None,None,None,OChem,CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Sc2ccccc2)N2C1=NC1CCCC12,"InChI=1S/C29H25FN6OS/c1-34-27(37)25-26(36-23-11-5-10-22(23)32-29(34)36)33-35(28(25)38-20-7-3-2-4-8-20)17-18-13-15-19(16-14-18)21-9-6-12-24(30)31-21/h2-4,6-9,12-16,22-23H,5,10-11,17H2,1H3",UUDXWZNIEMXNPC-UHFFFAOYSA-N,0.0,1,5.0
-,A100755,None,Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O,2.78,None,None,None,OChem,Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O,"InChI=1S/C19H20N2O2S/c1-14-15(4-2-6-18(14)20)13-21-9-7-16(12-19(21)22)23-10-8-17-5-3-11-24-17/h2-7,9,11-12H,8,10,13,20H2,1H3",YCLREGRRHGLOAK-UHFFFAOYSA-N,0.0,1,2.78
