Chemist Level,Chemist,Question,Certitude,Slide_ID,Endpoint,ReferenceID,Correct_Answer,DOI,ID_Paper,Author,scaffold_smiles,ID_Sub_1,best_cpd_id,best_cpd_smiles,ID_Sub_2,cpd2,cpd2 level,cpd2_smiles,ID_sub_3,cpd 3,cpd3 level,cpd3_smiles,ID_Sub_3,total_smiles_1,total_smiles_2,total_smiles_3,total_inchikey_1,total_inchikey_2,total_inchikey_3,Answer
1,Chemist_54,Answer Q10,1,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
1,Chemist_55,Answer Q10,2,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
1,Chemist_56,Answer Q10,2,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,B
2,Chemist_57,Answer Q10,3,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
1,Chemist_58,Answer Q10,2,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,A
1,Chemist_59,Answer Q10,2,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
2,Chemist_60,Answer Q10,2,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
2,Chemist_61,Answer Q10,1,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
3,Chemist_62,Answer Q10,3,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
1,Chemist_63,Answer Q10,1,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
1,Chemist_64,Answer Q10,1,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,A
1,Chemist_65,Answer Q10,3,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,B
1,Chemist_66,Answer Q10,1,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
2,Chemist_67,Answer Q10,4,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
1,Chemist_68,Answer Q10,1,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
3,Chemist_69,Answer Q10,3,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
2,Chemist_70,Answer Q10,2,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,A
2,Chemist_71,Answer Q10,2,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
1,Chemist_72,Answer Q10,1,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,A
4,Chemist_73,Answer Q10,4,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
3,Chemist_74,Answer Q10,3,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
2,Chemist_75,Answer Q10,2,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
2,Chemist_76,Answer Q10,1,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,A
3,Chemist_77,Answer Q10,4,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
5,Chemist_78,Answer Q10,5,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
5,Chemist_79,Answer Q10,4,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
2,Chemist_80,Answer Q10,3,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
2,Chemist_81,Answer Q10,4,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,A
1,Chemist_82,Answer Q10,1,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,B
4,Chemist_83,Answer Q10,4,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
4,Chemist_84,Answer Q10,3,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
5,Chemist_85,Answer Q10,5,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
4,Chemist_86,Answer Q10,5,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
4,Chemist_87,Answer Q10,4,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
3,Chemist_88,Answer Q10,5,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
4,Chemist_89,Answer Q10,4,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
3,Chemist_90,Answer Q10,3,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
3,Chemist_91,Answer Q10,4,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
3,Chemist_92,Answer Q10,3,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,B
5,Chemist_93,Answer Q10,5,10.0,Solubility,46.0,C,https://pubs.acs.org/doi/10.1021/jm101356p,46,CM,[*]C1=CC(=O)c2c(O1)ccc3ccccc23,C,20,[*]c1ccccn1,B,14,medium,[*]c1ccccc1, ,17,medium,[*]c1ccccc1F,A,O=c1cc(-c2ccccn2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,O=c1cc(-c2ccccc2F)oc2ccc3ccccc3c12,ZTEHSCMHCBKLIH-UHFFFAOYSA-N,OUGIDAPQYNCXRA-UHFFFAOYSA-N,ZWMCNYORTGSOLV-UHFFFAOYSA-N,C
2,Chemist_1,Answer Q11,3,11.0,Solubility,3.0,B,dx.doi.org/10.1021/jm300967g,3,CM,*-N1C=C(C=N1)C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1,B,38,[*]CCN1CCCC1,A,41,bad,[*]C1CCNCC1, ,40,medium,*-[C@H]1CCNC1,C,c1cnc2ccc(Cn3nnc4ncc(-c5cnn(CCN6CCCC6)c5)nc43)cc2c1,c1cnc2ccc(Cn3nnc4ncc(-c5cnn(C6CCNCC6)c5)nc43)cc2c1,c1cnc2ccc(Cn3nnc4ncc(-c5cnn([C@H]6CCNC6)c5)nc43)cc2c1,TZEHZNXZLKHMQY-UHFFFAOYSA-N,IFAQDDNLMPFIAG-UHFFFAOYSA-N,APDIXVQXPVLGGS-KRWDZBQOSA-N,C
